OBJECTID_1,OBJECTID,Shape_Leng,Unit,UnitDesc,SphArea_km,id,area,lat,long,Shape_Length,Shape_Area,area_foot_rm
139,828,389627.6794,AHi,Amazonian and Hesperian impact unit,12403.7002,206,11159.63086,1.04816,-176.8455353,503060.4989,9099054252,11159.63086
